code_name,y_real,y_hat,alpha,beta
stock100000,-0.025390308465237012,-0.053538221193590745,-0.09815365117130524,-0.4379361955052851
stock100000,-0.0570352153210193,-0.06978785177526467,-0.09815365117130524,-0.4379361955052851
stock100000,-0.06985875274080877,-0.0723514255889115,-0.09815365117130524,-0.4379361955052851
stock100000,-0.05558128763316341,-0.07116989899497364,-0.09815365117130524,-0.4379361955052851
stock100000,-0.07553399029563293,-0.0717723701657578,-0.09815365117130524,-0.4379361955052851
stock100000,-0.06919740753374583,-0.07994054457842249,-0.09815365117130524,-0.4379361955052851
stock100000,-0.06901345514125418,-0.0775090728542848,-0.09815365117130524,-0.4379361955052851
stock100000,-0.10495682457897997,-0.07307699601081555,-0.09815365117130524,-0.4379361955052851
stock100000,-0.06646035208766689,-0.04933961183879229,-0.09815365117130524,-0.4379361955052851
stock100000,-0.04352106108491787,-0.05233203994445027,-0.09815365117130524,-0.4379361955052851
stock100000,-0.09907241027633427,-0.06480303221349654,-0.09815365117130524,-0.4379361955052851
stock100001,-0.34194152304388536,-0.03030007180496347,-0.4360158455578728,-3.9824254187975434
stock100001,-0.3753109946535388,-0.17806804014990285,-0.4360158455578728,-3.9824254187975434
stock100001,-0.38303766448244636,-0.20138020667829767,-0.4360158455578728,-3.9824254187975434
stock100001,-0.3786156205383111,-0.1906358526171896,-0.4360158455578728,-3.9824254187975434
stock100001,-0.38012776516551405,-0.19611449660516886,-0.4360158455578728,-3.9824254187975434
stock100001,-0.3834542661935279,-0.2703927721622643,-0.4360158455578728,-3.9824254187975434
stock100001,0.08379108090494371,-0.24828189185897911,-0.4360158455578728,-3.9824254187975434
stock100001,0.09184736293911551,-0.20797826849866047,-0.4360158455578728,-3.9824254187975434
stock100001,0.12462272417486138,0.0078804868923108,-0.4360158455578728,-3.9824254187975434
stock100001,0.1298323805832768,-0.019331517674123166,-0.4360158455578728,-3.9824254187975434
stock100001,0.1450536698578474,-0.13273798445994095,-0.4360158455578728,-3.9824254187975434
stock100003,0.23394443819592847,0.29459956418728317,0.1710351888610355,-1.2128833557671357
stock100003,0.2026065053115759,0.24959550498377964,0.1710351888610355,-1.2128833557671357
stock100003,0.2048499612446021,0.24249557572064753,0.1710351888610355,-1.2128833557671357
stock100003,0.23014188358842572,0.2457678650515854,0.1710351888610355,-1.2128833557671357
stock100003,0.21948786165613576,0.24409929491996946,0.1710351888610355,-1.2128833557671357
stock100003,0.23898094916018478,0.2214771803429969,0.1710351888610355,-1.2128833557671357
stock100003,0.25620677927672597,0.22821124711914545,0.1710351888610355,-1.2128833557671357
stock100003,0.2716584864741469,0.24048607685483903,0.1710351888610355,-1.2128833557671357
stock100003,0.3221971228153607,0.3062277955508216,0.1710351888610355,-1.2128833557671357
stock100003,0.34007903245120347,0.2979401356589628,0.1710351888610355,-1.2128833557671357
stock100003,0.3141483999531121,0.2634011797373706,0.1710351888610355,-1.2128833557671357
stock100008,0.2048085485307212,0.18638113604746,0.02101682705890545,-1.6231831988839167
stock100008,0.16337059329320724,0.1261528936254995,0.02101682705890545,-1.6231831988839167
stock100008,0.16480137744434878,0.1166511671500041,0.02101682705890545,-1.6231831988839167
stock100008,0.1619433198380567,0.12103042179028728,0.02101682705890545,-1.6231831988839167
stock100008,0.06763611768684473,0.11879739996595405,0.02101682705890545,-1.6231831988839167
stock100008,0.06884098860173789,0.08852257087379961,0.02101682705890545,-1.6231831988839167
stock100008,0.08227631127871109,0.09753466919243241,0.02101682705890545,-1.6231831988839167
stock100008,0.08351447202837209,0.11396188562787983,0.02101682705890545,-1.6231831988839167
stock100008,0.17783857729138164,0.20194301979521123,0.02101682705890545,-1.6231831988839167
stock100008,0.1807754644059346,0.19085177162978426,0.02101682705890545,-1.6231831988839167
stock100008,0.15064998177621192,0.14462881647721607,0.02101682705890545,-1.6231831988839167
stock100009,0.25361330788110165,0.26277585404282583,0.167598023424249,-0.9342466733676247
stock100009,0.20240463627713864,0.22811061405994235,0.167598023424249,-0.9342466733676247
stock100009,0.21027833522380232,0.22264175733626237,0.167598023424249,-0.9342466733676247
stock100009,0.21661901048436014,0.22516230097072545,0.167598023424249,-0.9342466733676247
stock100009,0.23187656236531332,0.2238770528161271,0.167598023424249,-0.9342466733676247
stock100009,0.21873101293290512,0.20645193506874865,0.167598023424249,-0.9342466733676247
stock100009,0.20568663036902593,0.21163897919293242,0.167598023424249,-0.9342466733676247
stock100009,0.23711969313922054,0.22109390228359724,0.167598023424249,-0.9342466733676247
stock100009,0.28529760277094146,0.2717327223326571,0.167598023424249,-0.9342466733676247
stock100009,0.25862854020581,0.2653489933061556,0.167598023424249,-0.9342466733676247
stock100009,0.25732347965452756,0.23874469989417324,0.167598023424249,-0.9342466733676247
stock100016,-0.08006473318853537,-0.03588522288868598,-0.20991223770032277,-1.7082145979500487
stock100016,-0.11999520019199232,-0.09926855693551964,-0.20991223770032277,-1.7082145979500487
stock100016,-0.12004321555760074,-0.10926803689707294,-0.20991223770032277,-1.7082145979500487
stock100016,-0.11747953008187975,-0.10465937244698754,-0.20991223770032277,-1.7082145979500487
stock100016,-0.12054859491719697,-0.1070093724226464,-0.20991223770032277,-1.7082145979500487
stock100016,-0.1299316772639311,-0.13887016610337224,-0.20991223770032277,-1.7082145979500487
stock100016,-0.12923297834151018,-0.1293859637553965,-0.20991223770032277,-1.7082145979500487
stock100016,-0.11847478872669927,-0.1120981980010375,-0.20991223770032277,-1.7082145979500487
stock100016,-0.03568124752213553,-0.019508120779824556,-0.20991223770032277,-1.7082145979500487
stock100016,0.006636874474580707,-0.03118039045258625,-0.20991223770032277,-1.7082145979500487
